0,1,2,3,4,5
6225,6225,6951,1909,9076,7433
6225,6951,1909,9076,7433,4411
6951,1909,9076,7433,4411,3919
1909,9076,7433,4411,3919,6226
9076,7433,4411,3919,6226,884
7433,4411,3919,6226,884,2958
4411,3919,6226,884,2958,1154
3919,6226,884,2958,1154,6108
6226,884,2958,1154,6108,4780
884,2958,1154,6108,4780,6225
2958,1154,6108,4780,6225,4984
1154,6108,4780,6225,4984,5733
6108,4780,6225,4984,5733,1641
4780,6225,4984,5733,1641,2478
6225,4984,5733,1641,2478,5818
4984,5733,1641,2478,5818,2956
5733,1641,2478,5818,2956,6225
1641,2478,5818,2956,6225,6226
2478,5818,2956,6225,6226,1055
5818,2956,6225,6226,1055,32
2956,6225,6226,1055,32,3820
6225,6226,1055,32,3820,3912
6226,1055,32,3820,3912,1543
1055,32,3820,3912,1543,3544
32,3820,3912,1543,3544,6226
3820,3912,1543,3544,6226,6226
3912,1543,3544,6226,6226,6226
1543,3544,6226,6226,6226,4026
3544,6226,6226,6226,4026,5062
6226,6226,6226,4026,5062,9313
6226,6226,4026,5062,9313,3053
6226,4026,5062,9313,3053,3149
4026,5062,9313,3053,3149,3054
5062,9313,3053,3149,3054,3053
9313,3053,3149,3054,3053,3243
3053,3149,3054,3053,3243,3053
3149,3054,3053,3243,3053,6603
3054,3053,3243,3053,6603,6226
3053,3243,3053,6603,6226,3053
3243,3053,6603,6226,3053,3053
3053,6603,6226,3053,3053,3053
6603,6226,3053,3053,3053,6394
6226,3053,3053,3053,6394,4413
3053,3053,3053,6394,4413,1247
3053,3053,6394,4413,1247,3148
3053,6394,4413,1247,3148,6226
6394,4413,1247,3148,6226,6226
4413,1247,3148,6226,6226,2960
1247,3148,6226,6226,2960,3053
3148,6226,6226,2960,3053,3053
6226,6226,2960,3053,3053,6657
6226,2960,3053,3053,6657,6226
2960,3053,3053,6657,6226,5157
3053,3053,6657,6226,5157,7433
3053,6657,6226,5157,7433,1907
6657,6226,5157,7433,1907,6131
6226,5157,7433,1907,6131,5555
5157,7433,1907,6131,5555,7742
7433,1907,6131,5555,7742,6604
1907,6131,5555,7742,6604,1533
6131,5555,7742,6604,1533,1638
5555,7742,6604,1533,1638,6225
7742,6604,1533,1638,6225,6225
6604,1533,1638,6225,6225,4412
1533,1638,6225,6225,4412,4412
1638,6225,6225,4412,4412,6226
6225,6225,4412,4412,6226,6132
6225,4412,4412,6226,6132,2005
4412,4412,6226,6132,2005,7573
4412,6226,6132,2005,7573,4100
6226,6132,2005,7573,4100,5
6132,2005,7573,4100,5,6692
2005,7573,4100,5,6692,8322
7573,4100,5,6692,8322,1732
4100,5,6692,8322,1732,4865
5,6692,8322,1732,4865,4200
6692,8322,1732,4865,4200,6577
8322,1732,4865,4200,6577,504
1732,4865,4200,6577,504,1735
4865,4200,6577,504,1735,862
4200,6577,504,1735,862,6226
6577,504,1735,862,6226,6225
504,1735,862,6226,6225,1342
1735,862,6226,6225,1342,6785
862,6226,6225,1342,6785,6225
6226,6225,1342,6785,6225,2862
6225,1342,6785,6225,2862,6493
1342,6785,6225,2862,6493,6492
6785,6225,2862,6493,6492,6493
6225,2862,6493,6492,6493,6493
2862,6493,6492,6493,6493,6493
6493,6492,6493,6493,6493,6493
6492,6493,6493,6493,6493,6226
6493,6493,6493,6493,6226,1260
6493,6493,6493,6226,1260,1734
6493,6493,6226,1260,1734,2491
6493,6226,1260,1734,2491,1829
6226,1260,1734,2491,1829,2962
1260,1734,2491,1829,2962,6510
1734,2491,1829,2962,6510,6226
2491,1829,2962,6510,6226,2100
1829,2962,6510,6226,2100,4716
2962,6510,6226,2100,4716,1624
6510,6226,2100,4716,1624,4673
6226,2100,4716,1624,4673,7189
2100,4716,1624,4673,7189,6225
4716,1624,4673,7189,6225,2491
1624,4673,7189,6225,2491,6303
4673,7189,6225,2491,6303,5245
7189,6225,2491,6303,5245,7529
6225,2491,6303,5245,7529,6225
2491,6303,5245,7529,6225,2480
6303,5245,7529,6225,2480,2100
5245,7529,6225,2480,2100,2099
7529,6225,2480,2100,2099,3151
6225,2480,2100,2099,3151,2191
2480,2100,2099,3151,2191,7568
2100,2099,3151,2191,7568,3242
2099,3151,2191,7568,3242,6225
3151,2191,7568,3242,6225,5462
2191,7568,3242,6225,5462,2959
7568,3242,6225,5462,2959,2864
3242,6225,5462,2959,2864,2959
6225,5462,2959,2864,2959,4590
5462,2959,2864,2959,4590,2386
2959,2864,2959,4590,2386,6124
2864,2959,4590,2386,6124,1451
2959,4590,2386,6124,1451,2382
4590,2386,6124,1451,2382,2382
2386,6124,1451,2382,2382,3054
6124,1451,2382,2382,3054,3055
1451,2382,2382,3054,3055,3150
2382,2382,3054,3055,3150,2672
2382,3054,3055,3150,2672,6320
3054,3055,3150,2672,6320,103
3055,3150,2672,6320,103,6225
3150,2672,6320,103,6225,868
2672,6320,103,6225,868,1735
6320,103,6225,868,1735,3054
103,6225,868,1735,3054,6225
6225,868,1735,3054,6225,6226
868,1735,3054,6225,6226,2763
1735,3054,6225,6226,2763,2006
3054,6225,6226,2763,2006,2006
6225,6226,2763,2006,2006,5630
6226,2763,2006,2006,5630,6225
2763,2006,2006,5630,6225,409
2006,2006,5630,6225,409,7283
2006,5630,6225,409,7283,2861
5630,6225,409,7283,2861,6225
6225,409,7283,2861,6225,1261
409,7283,2861,6225,1261,2764
7283,2861,6225,1261,2764,2669
2861,6225,1261,2764,2669,2861
6225,1261,2764,2669,2861,6225
1261,2764,2669,2861,6225,6320
2764,2669,2861,6225,6320,2863
2669,2861,6225,6320,2863,1158
2861,6225,6320,2863,1158,6225
6225,6320,2863,1158,6225,6225
6320,2863,1158,6225,6225,2957
2863,1158,6225,6225,2957,2864
1158,6225,6225,2957,2864,2863
6225,6225,2957,2864,2863,2863
6225,2957,2864,2863,2863,6320
2957,2864,2863,2863,6320,2860
2864,2863,2863,6320,2860,6320
2863,2863,6320,2860,6320,2576
2863,6320,2860,6320,2576,6226
6320,2860,6320,2576,6226,6510
2860,6320,2576,6226,6510,2572
6320,2576,6226,6510,2572,2573
2576,6226,6510,2572,2573,2002
6226,6510,2572,2573,2002,1717
6510,2572,2573,2002,1717,2767
2572,2573,2002,1717,2767,2477
2573,2002,1717,2767,2477,6131
2002,1717,2767,2477,6131,2863
1717,2767,2477,6131,2863,1812
2767,2477,6131,2863,1812,2217
2477,6131,2863,1812,2217,1906
6131,2863,1812,2217,1906,1906
2863,1812,2217,1906,1906,2670
1812,2217,1906,1906,2670,2287
2217,1906,1906,2670,2287,2478
1906,1906,2670,2287,2478,2764
1906,2670,2287,2478,2764,7185
2670,2287,2478,2764,7185,6128
2287,2478,2764,7185,6128,2002
2478,2764,7185,6128,2002,2576
2764,7185,6128,2002,2576,213
7185,6128,2002,2576,213,2476
6128,2002,2576,213,2476,2959
2002,2576,213,2476,2959,2955
2576,213,2476,2959,2955,2955
213,2476,2959,2955,2955,1811
2476,2959,2955,2955,1811,3052
2959,2955,2955,1811,3052,2478
2955,2955,1811,3052,2478,2287
2955,1811,3052,2478,2287,2765
1811,3052,2478,2287,2765,1152
3052,2478,2287,2765,1152,2573
2478,2287,2765,1152,2573,2478
2287,2765,1152,2573,2478,2385
2765,1152,2573,2478,2385,2384
1152,2573,2478,2385,2384,2193
2573,2478,2385,2384,2193,2479
2478,2385,2384,2193,2479,2479
2385,2384,2193,2479,2479,2383
2384,2193,2479,2479,2383,2480
2193,2479,2479,2383,2480,2382
2479,2479,2383,2480,2382,2862
2479,2383,2480,2382,2862,2479
2383,2480,2382,2862,2479,2955
2480,2382,2862,2479,2955,2956
2382,2862,2479,2955,2956,2480
2862,2479,2955,2956,2480,2576
2479,2955,2956,2480,2576,2861
2955,2956,2480,2576,2861,2861
2956,2480,2576,2861,2861,2956
2480,2576,2861,2861,2956,2955
2576,2861,2861,2956,2955,2955
2861,2861,2956,2955,2955,6226
2861,2956,2955,2955,6226,2956
2956,2955,2955,6226,2956,2957
2955,2955,6226,2956,2957,2957
2955,6226,2956,2957,2957,2861
6226,2956,2957,2957,2861,2861
2956,2957,2957,2861,2861,1907
2957,2957,2861,2861,1907,2765
2957,2861,2861,1907,2765,2572
2861,2861,1907,2765,2572,2477
2861,1907,2765,2572,2477,2572
1907,2765,2572,2477,2572,2477
2765,2572,2477,2572,2477,2097
2572,2477,2572,2477,2097,2097
2477,2572,2477,2097,2097,2384
2572,2477,2097,2097,2384,2385
2477,2097,2097,2384,2385,2480
2097,2097,2384,2385,2480,2483
2097,2384,2385,2480,2483,1735
2384,2385,2480,2483,1735,2861
2385,2480,2483,1735,2861,2766
2480,2483,1735,2861,2766,2100
2483,1735,2861,2766,2100,2862
1735,2861,2766,2100,2862,7418
2861,2766,2100,2862,7418,2478
2766,2100,2862,7418,2478,2382
2100,2862,7418,2478,2382,2385
2862,7418,2478,2382,2385,2385
7418,2478,2382,2385,2385,2764
2478,2382,2385,2385,2764,2385
2382,2385,2385,2764,2385,2478
